project_id,description,sources,factiva_sources
24242,"In April of 2010, the Chinese embassy donated about 600 books to the University of Ghana toward the introduction and study of Chinese language in the country. The books, which cover various aspects of ancient and modern China, range from philosophy, history, politics, economy, culture and arts, religion, sports, medicine, geography and tourism.","http://gh.china-embassy.org/eng/xwdt/t688851.htm, Government Source (Donor/Recipient); http://www.ghanaweb.com/GhanaHomePage/NewsArchive/artikel.php?ID=181101, Media Report, including Wikileaks",
24282,"China has been sending medical teams to Rwanda since 1982 and until 2015 there has been 16 teams total. All the medical teams are sent from Neimenggu (Inner Mongolia) Province to the Kibungo Province in Rwanda. On August 6, 2009, a Chinese medical team departed Rwanda after working for two years. The term for the medical team is generally 2 years. It is reported that there were 127 staff sent till 2006. This team was deployed at Kibungo Hospital in the Eastern Province. The amount and exact start date are unknown. The 14th medical team arrived in Rwanda to replace the departing team in 2009.","http://global.factiva.com/aa/?ref=BBCAP00020090806e586000rt&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.fmprc.gov.cn/mfa_chn/gjhdq_603914/gj_603916/fz_605026/1206_605778/1206x2_605798/t577124.shtml, Government Source (Donor/Recipient)","http://global.factiva.com/aa/?ref=BBCAP00020090806e586000rt&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks"
24320,"In October 2003, the Umutara Field Management Project (The No. 4 Field Management Project according to the Rwanda Ministry of Agriculture) handed-over to the Government of Rwanda. The project was implemented with the Chinese Government financial aid, and included the transformation of swamp into irrigated fine fields and some 350 hectares of paddy rice field was created, the construction of a reservoir, irrigation system, threshing groundings, an administration centre, and more. The amount, flow type, and commitment and start dates are unknown.An extension to the project was committed to in 2005 and completed in 2007 (See Project ID#17180).","http://rw2.mofcom.gov.cn/aarticle/chinanews/200501/20050100015331.html, Government Source (Donor/Recipient); http://rw.mofcom.gov.cn/article/jmxw/200501/20050100331769.shtml, Government Source (Donor/Recipient)",
24426,"On October 11, 2011, China sent humanitarian relief materials, worth 20 million CNY and including 43 tons of rice, edible oil, and medicine, arrived at the Mitiga International Airport. This was a donation made in addition to the 50 million CNY package sent by the Chinese Red Cross in August (#2429). Second and third batches are planned to arrive within a week. The arrival date and current status of these additional packages cannot be found.","http://news.xinhuanet.com/english2010/china/2011-10/12/c_131185608.htm, Media Report, including Wikileaks",
24549,"In 2007, China granted 2,000 scholarships to Ghanaian students. It is unclear how many years previously this had happened.This project is related to ID#1875.","http://news.hexun.com/2008-08-23/108328354.html, Media Report, including Wikileaks; http://www.bizcommunity.com/Article/83/98/27726.html, Media Report, including Wikileaks",
24920,"In September of 2011, an exchange of notes for the supply of two sets of Nuctech Mobile Container/Vehicle Inspection Systems was signed. On July 20, 2011 Chinese Ambassador to Liberia Zhao Jianhua 'hand delivered' two container scanners to Liberia_„Žs Minister of Finance, Amara M. Konneh. The scanners will be used by the Bureau of Customs and Excise of the Ministry of Finance to generate government revenues. During the ceremony a US$6 million grant agreement was signed by the two officials to cover the cost of the scanners. The scanners will be utilized at two of the country_„Žs major ports of entry-the Freeport of Monrovia and the Roberts International Airport (RIA). An official handover ceremony was held on July 19, 2012. The mobile scanners are equipped with technology that allows it users to check containers without opening them. The grant money came from an agreement made in September of 2011 (project id#1822).","http://allafrica.com/stories/201109290278.html, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=APASENE020110928e79s000dy&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://theliberiantimes.com/?p=10778, Other; http://global.factiva.com/aa/?ref=AFNWS00020120724e87n000wa&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://lr.mofcom.gov.cn/article/jmxw/201207/20120708243878.shtml, Government Source (Donor/Recipient)","http://global.factiva.com/aa/?ref=APASENE020110928e79s000dy&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=AFNWS00020120724e87n000wa&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks"
25009,"Staff_Note: It is a real possibility that the malaria medicine was not dispersed until June as part of Project ID #1808. However, the dates do contradict each other. On January 25, 2011 the Chinese Ambassador to Liberia Zhou Yuxiao donated anti-malaria drugs on behalf of the Chinese Government. Bernice T Dahn, Deputy Minister for Health Services and Chief Medical Officer for the Ministry of Health accepted the donation. The medication was reported to be mostly Artosunate and Hydrochroide tablets.","http://www.limany.org/index.php?option=com_content&view=article&id=840%252525253Aliberia-china-donates-malaria-drugs-to-health-ministry&catid=71%252525253A2011-news&Itemid=28, NGO/Civil Society/Advocacy; http://www.tianjinwe.com/rollnews/201101/t20110128_3310342.html, Media Report, including Wikileaks; http://lr.china-embassy.org/eng/sghdhzxxx/t403049.htm, Government Source (Donor/Recipient); http://lr.mofcom.gov.cn/article/jmxw/201101/20110107382436.shtml, Government Source (Donor/Recipient)",
25046,"In 2005, China donated $8 million USD worth of equipment to Zambian media. This included computers, cameras, and printing machines for newspapers. It is unclear to which institutions the equipment was donated. ","http://www.journalism.co.za/index.php/courses/news-and-insight/151/index.php?option=com_content&Itemid=51&catid=166&id=768&view=article, Media Report, including Wikileaks; http://somalilandtimes.net/sl/2005/203/30.shtml, Media Report, including Wikileaks",
25103,"In 2006, as part of FOCAC, China committed to grant Zambia funds for the construction of a stadium at Ndola. 2010, China provided to Zambia a grant worth $10 million to be used to complete a stadium being built in the town of Ndola. The stadium was expected to be completed in June of 2011. Once completed, the national soccer team would play the remaining 2012 Africa Cup of Nations qualifiers in the the stadium. The stadium was officially completed and opened in August of 2011. The total project cost was $65 million USD, and total capacity is 40,100 seats. Some members of the local community have complained about the environmental impact of the project. This project is related to ID#2343.","http://allafrica.com/stories/201108231603.html, Media Report, including Wikileaks; http://www.skyscrapercity.com/archive/index.php/t-1298655.html, Social Media, including Unofficial Blogs; http://www.lusakatimes.com/2010/03/11/zambian-gets-1-billion-loan-from-china/, Media Report, including Wikileaks; http://jjhzj.mofcom.gov.cn/article/y/200907/20090706387993.shtml, Government Source (Donor/Recipient); http://collection.europarchive.org/tna/20080305120132/http:/dfid.gov.uk/pubs/files/china-dev-africa.pdf, Other Academic (Working Paper, Dissertation); http://collection.europarchive.org/tna/20080305120132/http:/dfid.gov.uk/pubs/files/china-dev-africa.pdf, Other Academic (Working Paper, Dissertation)",
25286,"China has been sending medical teams to Togo every two years since 1974. Shanghai was originally responsible for sending the teams but Shanxi Province took over in 1983. The 18th Chinese medical team (14th team Shanxi Province sent) arrived in Togo in August 2009, working at Central Hospital of Lome and a hospital in Kara. ","http://vlex.cn/vid/chinese-65235720, Media Report, including Wikileaks; http://news.xinhuanet.com/world/2008-12/24/content_10555061.htm, Media Report, including Wikileaks; http://nai.diva-portal.org/smash/get/diva2:399727/FULLTEXT02, Other Academic (Working Paper, Dissertation); http://www.moh.gov.cn/gjhzs/dyhbz/201308/f2f7fff75cf14e269ad6aedb3d0f4980.shtml, Government Source (Donor/Recipient); http://tg.chineseembassy.org/chn/xwdt/t852576.htm, Government Source (Donor/Recipient); http://www.sxswst.gov.cn/Bureau/MesIssueContentBeta2.asp?SubType=gzdt&ConID=4502&SubName=%B9%A4%D7%F7%B6%AF%CC%AC, Government Source (Donor/Recipient)",
25296,"On November 6, 2009 China donated US$3.6 million of mechanical equipment for road construction. Togolese President Faure Gnassingbe presided over a ceremony along with Chinese ambassador to Togo, Yang Min and Togo's Public Works Minister, Comlan Kadjie.Yang Min.This project may be related to project ID#392.","http://english.cctv.com/20091106/104810.shtml, Media Report, including Wikileaks; http://www.africaneconomicoutlook.org/countries/west-africa/togo/, Other Official Source (non-Donor, non-Recipient)",
25430,"In 2001, China agreed to provide 5 scholarships to Namibian students annually. It is unclear how much the scholarships were worth.","http://allafrica.com/stories/200710040271.html, Media Report, including Wikileaks",
25554,"In 2005, the Chinese government donated 250 million Yuan to the Namibian government, Ministry of Youth. It is unclear how the funds were used.","https://global.factiva.com/aa/default.aspx?ref=BBCAP00020051118e1bi0002u&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://news.sohu.com/20051117/n227527292.shtml, Media Report, including Wikileaks","https://global.factiva.com/aa/default.aspx?ref=BBCAP00020051118e1bi0002u&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks"
25599,"On June 22, 2010, Madam He Xiaobing, wife of the Chinese Ambassador, met with the first lady of Tanzania, Madam Shady Karume, and made a donation to Zayedesa Center for Youth Education, Employment, and Development on behalf of the Chinese embassy. The financial amount for this project, as well as the exact projects financed with the amount are unknown.","http://www.mfa.gov.cn/eng/wjb/zwjg/zwbd/t711543.htm, Government Source (Donor/Recipient)",
25657,"In 2010, a commitment for the second phase of the Kapichira II hydroelectric power station on the Shire river, which will add an additional 64 megawatts of generative capacity. The funding for the project of $60 million is provided by China's Exim Bank, and the construction is being completed by China Gezhouba. Malawian Secretary of Energy and Mines said that he expects the power station to be completed sometime between August and December 2013. Phase I of the project seems to have been funded by the World Bank, but they may or may not play a part in this phase. The current status of this project is implementation. ","http://mwnation.com/business-news-the-nation/6332-kapichira-ii-ready-august-2013, Media Report, including Wikileaks; http://www.engineeringnews.co.za/article/malawi-hydro-2011-02-25, Media Report, including Wikileaks; http://www.esi-africa.com/node/15231, Media Report, including Wikileaks; http://www.engineeringnews.co.za/article/malawi-power-2010-12-10, Media Report, including Wikileaks; http://www.ceiss.cn/html/201208/content_342.htm, Implementing/Intermediary Agency Source; http://www.powersafety.com.cn/default/Article/news/gjdl/201006/57108.html, Media Report, including Wikileaks",
